start:	Thu May 04 23:57:06 2017
location4:not found index:http://xiaoban.nju.edu.cn/21/58/c742a8536/page.htm	商学院的迎新志愿者队伍由300多名学生组成，统一的着装和整齐的队伍很有架势。据介绍，迎新志愿者队伍由同学们自发组成，有党员也有非党员，同学们清晨6:30便在迎新处集合，报到的每位新生都会由一名老生带领办理入学手续，形成“一对一”结对子的帮助模式。服务队的工作从早晨6:30一直持续到晚上6:30，中间鲜有休息的机会。
location4:not found index:http://xiaoban.nju.edu.cn/21/57/c742a8535/page.htm	9月1日上午，由南京大学主办，信息系统协会中国分会、台湾资讯管理学会、台湾辅仁大学、复旦大学共同承办的第17届“海峡两岸信息管理发展与策略学术研讨会”在南京大学开幕，来自海峡两岸三地信息管理的专家学者及企业界人士百余名代表参加了此次研讨会。南京大学信息管理系主任孙建军教授主持开幕式。
location4:not found index:http://xiaoban.nju.edu.cn/21/57/c742a8535/page.htm	南京大学党委常务副书记张异宾致欢迎辞。他介绍说，每年一届的“海峡两岸信息管理发展与策略学术研讨会” 自1994年开始举行，已成为海峡两岸三地信息管理学科领域的专家学者开展学术交流、分享研究成果的重要平台。他对我校信管系近年来的发展建设以及在海峡两岸学术交流中做出的贡献予以肯定，希望本次学术研讨会取得圆满成功。清华大学经济管理学院常务副院长陈国青教授、台湾信息管理学会前任理事长杨铭贤教授、复旦大学薛华成教授、南京大学工程管理学院院长李心丹教授分别在开幕式上致辞。
location4:not found index:http://xiaoban.nju.edu.cn/21/56/c742a8534/page.htm	8月31日，由南京大学信息管理系主办的“2011年两岸三地图书情报与档案管理博士论坛”在南京大学逸夫馆报告厅开幕，来自两岸三地的专家学者和优秀博士生共百余人参加了此次论坛。开幕式由南京大学信息管理系主任孙建军主持。
location4:not found index:http://xiaoban.nju.edu.cn/21/54/c742a8532/page.htm	在知行楼一楼报告厅，陈骏校长首先对杜占元副部长率领的调研组一行表示欢迎，并简要介绍了我校的科技发展情况。随后，调研组听取了吕建副校长对我校科学研究和科技创新情况的详细汇报。吕建副校长从南大的科研现状、发展思路、发展战略及未来走向几个方面展开汇报。他介绍了南大的办学定位、学科体系、师资队伍等基本情况，并对我校的发展战略及已经取得的显著成效进行了详细阐述。他指出，“十一五”期间，南京大学在“人才培养为根本、国家需求为导向、学科建设为龙头、科学研究为基础”的发展思路指引下，以结构调整为抓手，在保持和提升原有学科和科研优势的基础上，建设工学院、交叉研究院以及项目合作平台，在优势学科的拓展和提升、满足国家科技体系创新建设方面取得重大进展，科技创新能力及服务地区、国家的能力都得到显著提升。他表示，在当今这个开放、动态、多变的社会环境中，大学只有主动把握机遇、迎接挑战，才能够发挥应有的作用。
location4:not found index:http://xiaoban.nju.edu.cn/21/53/c742a8531/page.htm	2011年8月23日至26日，南京大学主办的“第11届亚洲分析科学学术会议”在宁召开。该会议是亚洲地区分析化学领域每两年举办一届的具有国际水准的大型学术会议。来自中国大陆、日本、韩国、俄罗斯、马来西亚、越南、印度尼西亚、巴基斯坦、伊朗、以色列、美国、法国、瑞士、中国香港、中国台湾等近二十个国家和地区的350多名代表出席会议。
location4:not found index:http://xiaoban.nju.edu.cn/21/53/c742a8531/page.htm	开幕式后，围绕“分析化学：通往创新产品和服务的渠道”这一主题，法国科学院院士与总统科学顾问Christain Amatore教授、中科院长春应用化学研究所汪尔康院士、美国加州大学Joseph Wang教授和中科院大连化学物理研究所张玉奎院士分别作了题为“耦合安培法和全内反射荧光显微镜监察单囊泡的胞吐”、“仿生纳米孔”、“纳米马达生物传感”和“蛋白质组学研究中的新样品制备方法”的大会主题报告。
location4:not found index:http://xiaoban.nju.edu.cn/21/53/c742a8531/page.htm	在为期三天的会议中，与会代表围绕生物分析、电分析化学、原子和分子光谱分析、质谱分析、分离科学、采样与传感技术、微型化技术、环境分析、食品与药物分析和材料分析等十个研究领域的基础研究与应用进展展开深入研讨，交流了彼此在理论研究与实践过程中的经验与心得。会议同期还举行了“第七届中法生物分子界面电化学和生物传感应用研讨会”和聚焦亚洲分析化学大学教学的“第二届亚洲分析化学网络研讨会”等一系列双边和多边国际学术交流。
location4:not found index:http://stuex.nju.edu.cn/a/lhlx/buddy_program/bp/2015/0918/660.html	SIECA(Students International Exchanges & Cooperation Association of NJU) was found in 2000. Mainly based in Xianlin Campus, we have all kinds of activities connecting oversea students & Chinese students in Nanjing University. Join SIECA, and you shall never regret. (At least improve your Chinese huh?)
location4:not found index:http://stuex.nju.edu.cn/a/lhlx/buddy_program/bp/2015/0918/660.html	SIECA (Students International Exchanges & Cooperation Association of NJU)——南京大学学生国际交流与合作协会，是由南京大学国际交流与合作处（以下简称‘国际处’）指导成立的社团，协会建立的初衷是协助国际处开展外事活动、增强校内留学生与本地生的交流、增加校际学生互访机会，从而提升学生的国际化意识，帮助树立南京大学在国际上的良好形象。自2000年成立以来，协会已经举办了一系列丰富多彩的活动，如“迎客松”校园大使选拔、“Culture Night”留学生语伴、名校申请经验分享会等。以“促进校内校际学生交流与合作，推进南大国际化进程”为己任的SIECA人，用自己的智慧与汗水履行着SIECA的宗旨，在成长中不断辅佐、推动着南大的国际交流事业。
location4:not found index:http://stuex.nju.edu.cn/a/lhlx/buddy_program/bp/2015/0918/660.html	2、“迎客松”校园大使选拔活动；
location4:not found index:http://stuex.nju.edu.cn/a/lhlx/buddy_program/bp/2015/0918/660.html	4、举办加强留学生与本地生交流、校际学生合作的活动（如“留学生语伴”）。
location4:not found index:http://stuex.nju.edu.cn/a/lhlx/buddy_program/bp/2015/0918/659.html	承担学校台港澳学生和部分海外学生的接待、服务； 举办过“国际视野论坛”、交换生经验分享会、交流生征文大赛等两岸三地文化交流活动； 举办过留学生 party、中美文化讲堂、组成语言伙伴等海内外学子交流活动； 举办过圆梦金陵-暴走南京城墙、摄影南京-主题摄影比赛等南京文化之旅活动。
location4:not found index:http://stuex.nju.edu.cn/a/lhlx/buddy_program/bp/2015/0918/659.html	“学伴计划”见面晚会 The welcome party of the semester Buddy Program
location4:not found index:http://stuex.nju.edu.cn/a/lhlx/buddy_program/bp/2015/0918/659.html	走进南京——南京博物院之旅 Exploring Nanjing: A Tour to Nanjing Museum参观南京博物院
location4:not found index:http://stuex.nju.edu.cn/a/lhlx/buddy_program/bp/2015/0918/659.html	走进南京：从厨房看南京——中外学生美食交流会 Exploring Nanjing: A Culinary Tour —— An International Cuisine DIY Party"
location4:not found index:http://stuex.nju.edu.cn/a/lhlx/buddy_program/bp/2015/0918/659.html	火锅趴——和留学生的小范围聚会 Hot Pot Party
location4:not found index:http://stuex.nju.edu.cn/en/a/research_impact	The laboratory of solid state microstructures of NJU was considered “approaching world class standards in research” by Nature in 1997. There have been numerous achievements in the research history of NJU. However, perhaps the most influential one should associate with Professor Nai-ben Ming. He and his team members, Yong-yuan Zhu, Shi-ning Zhu, Ya-lin Lu and Yan-qing Lu won the First Prize of National Natural Science Award in 2006. It took almost 20 years for Ming’s team to achieve this precious high honor since 1986.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_impact	In many news reports around 2007, a photo of a dielectric superlattice laser with three colors was frequently exposed. It was viewed as one of the most representable work of Ming’s award. Actually what his team revealed are much wider and profound, from the fundamental theory of domain engineering and quasi-phase-matching to the design, fabrication, properties, and applications of dielectric superlattice (DSL) materials. As a vivid example, their capability showing in the three-color laser is astonishing, which means they may intentionally control the output spectrum with only a single input wavelength through cascading nonlinear optical interactions. It was always people’s dream to manipulate light’s route, intensity, polarization etc, while it is the DSL’s unique properties that give rise to the simultaneous multi-color generation. The physics behind this phenomenon was proposed by Yong-yuan Zhu then experimentally demonstrated by Shi-ning Zhu both under Ming’s supervision. This work later was extended to an active branch of on-demanded single and multiple wavelength light sources based on domain engineering. Other interesting features of the DSL family including high frequency ultrasonic bulk or surface wave generation, electro-optic polarization rotation, all-optical bistability and even negative dielectric constant due to polariton excitation. The last one, proposed by Yan-qing Lu et al., actually is very close to the embryonic concept of current metamaterial.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_impact	In recent year, Shi-ning Zhu’s group successfully developed and commercialized a serial of DSL based on solid state lasers, especially the mid-infrared tunable lasers that have massive important applications in noninvasive medical diagnostics, free space communication, laser scalpel, spectroscopy and remote sensing. In the meantime, Shi-ning Zhu et al. also have some cutting-edge work on plasmonics and integrated photonic circuits. Hui Liu et al. even demonstrated Gravitation lensing mimicking and optical trapping in an optical chip, which was highlighted in last year’s APS March meeting images gallery. However, all these work is still in the classical physics regime, while the most giant leap in the DSL study is entering the miracle quantum world.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_impact	Stimulated by the striking properties and applications of DSLs in nonlinear optics, Shi-ning Zhu and Ping Xu mainly focused on the generation and manipulation of photonic entanglement which acts as the key resource in quantum technologies. Due to the unique properties of DSLs, they may not only increases the photon flux and achievable wavelength but also offers a compact way to engineer the polarization, frequency, spatial entanglement through domain engineering on a monolithic crystal wafer. They fabricated the first Lithium Niobate (LN) quantum chip featuring two efficient photon sources in addition to the manipulation of photons through components such as junctions and wavelength-selective filters. This chip is controlled with on-chip electro-optical modulators resulting in a variety of quantum states. After this work was published in Phys. Rev. Lett., many media reported this new progress including APS Physics and IEEE Spectrum. According to Ping Xu, “This work present a scenario that LN superlattice may become an ideal platform towards fully integrated quantum optics.”
location4:not found index:http://stuex.nju.edu.cn/en/a/research_impact	Nanomaterials and nanostructures have exerted great influence on numerous fields. As one of the earliest groups in China, Professor Hong-Yuan Chen & Professor Jing-Juan Xu’ group from the State Key Laboratory of Analytical Chemistry for Life Sciences has introduced nanotechnology and biotechnology into electrochemistry field, and conducted substantial experimental and theoretical studies in ultramicroelectrodes, electrochemical biosensing and bioelectrochemistry as well as microfluidic chips etc. Interested in broad range of functionalized nanomaterials and patterned nanostructures, they have exploited the unique electronic, mechanical, electrochemical, photoelectrochemical and interfacial properties of these materials for addressing critical issues both in fundamental studies and real-world applications more than 20 years. They have achieved multiple national-class scientific awards for their accomplishments.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_impact	On the Construction of High Efficient Energy Transfer-based ECL Sensing Interface. They were the first to introduce the energy transfer into the ECL of semiconductor nanocrystals system. Utilizing the tenability of sizes and shapes of nanomaterials, they adjusted the ECL emission wavelengths to find suitable energy donor-acceptor pairs, which not only solved the problem from the instability of organic compound acceptors in ECL process but also endowed the energy transfer mode with great diversity. They further presented four types of ECL-RET patterns: (a) They were the first to propose the semiconductor nanocrystals ECL DNA sensor, based on the energy transfer of Au nanoparticles (NPs) caused by local surface plasma resonance (LSPR). Combined with a “DNA machine” for amplification, this approach could sensitively respond DNA down to 5 aM. (b) Based on absorption characteristic of the black body-like NPs, they proposed a high efficient energy quenching mode of ECL sensing. (c) They demonstrated that the distance-depending property of ECL from the diluted magnetic semiconductor CdS:Mn nanocrystals by superparamagnetic Fe3O4 NPs, and applied such opto-magnetic interaction for sensitive immunoassay. (d) They developed the ECL-RET system from CdS QDs to Ru (bpy)32+ and realized the sensitive Cytosensing. Besides, they have also done extensive work on the preparation of high-performance ECL materials, dual-potential ECL ratiometric sensing, wireless bipolar electrode based ECL biosensing system, portable thermos-powered visual ECL detection device and etc. Integrated specific recognition events with these systems, small molecules (ions), proteins and nuclei acids could be detected with high sensitivity and specificity.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_impact	The unique processes of dust deposition and transportation in central and eastern Asia provide a key to understanding the evolution of the Earth’s environmental systems during late Cenozoic. The ongoing ambitious research project undertaken by Professor Chen and his team focuses on investigating the global dust emission, transportation, deposition and their climatic impacts at the orbital to annual timescales. They are using high-resolution and high-precision geochemistry and mineralogy techniques to pinpoint dust sources, and look for new biogeochemistry proxy indices to better reconstruct past climate and environment changes. Their research will significantly improve our understanding of the behavior of the Earth’s surface environmental systems.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_impact	The LAMDA is a research team led by Professor Zhi-Hua Zhou, who is an ACM Distinguished Scientist and IEEE Fellow with h-index 63, belonging to the National Key Laboratory for Novel Software Technology of Nanjing University. As its name “Learning And Mining from DatA” suggests, this team focuses on research of machine learning and data mining, with the fundamental motivation of constructing computer programs that are able to analyze existing data and generalize to unseen future cases. This kind of research becomes extremely important in the big data era.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_impact	Aiming at constructing models with strong generalization, one popular approach is to construct ensembles of multiple models. Professor Zhou and his colleagues proved that it possible to prune a full-sized ensemble to a small-sized one with even better performance; breaks the existing concept that ensemble pruning will sacrifice generalization, and initiated the study of optimization-based pruning. To enable complicated black-box models to be understandable, they proposed effective approaches that can produce comprehensible single models that are even more accurate than the ensembles; this line of research is similar to “knowledge distillation” recently advocated by some deep learning researchers, but ten years earlier. Another approach to strong generalization is to exploit unlabeled data by semi-supervised learning, rather than considering labeled data only. Professor Zhou and his students first proved a theory of sufficient and necessary condition for a mainstream paradigm, and started the study of semi-supervised regression which later became an important branch. He also pioneered the leverage of ensemble and semi-supervised learning, and disclosed that these two different methodologies can be mutually beneficial. Considering that data objects in real tasks often belong to multiple concepts simultaneously, they proposed the MIML (multi-instance multi-label) learning framework and developed a series of learning algorithms. Other important contributions can be perceived in their website (lamda.nju.edu.cn).
location4:not found index:http://stuex.nju.edu.cn/en/a/major_research_teams	Drug Candidates & Their New Mode of Action
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150808/483.html	The Collaborative Innovation Center of Advanced Microstructures (CICAM), leading by Nanjing University, was established under the 2011 Plan, an initiative of the Chinese Ministry of Education and Ministry of Finance to develop the innovation capacity of universities across the country. The plan was introduced as an important strategic measure in China’s higher education system through the establishment of Collaborative Innovation Centers focused on four key categories: frontier science, industrial development, regional development and cultural heritage. In an evaluation by the Ministry of Education in early 2014, CICAM came out on top of all the Collaborative Innovation Centers evaluated this year.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150808/483.html	CICAM’s collaborative approach has paid significant dividends. The centre takes advantage of the expertise cultivated in five established research platforms, including the National Laboratory of Solid State Microstructures at Nanjing University, to create an environment conducive to innovation on par with that achieved by the international community.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150808/483.html	CICAM is currently responsible for 60 major national research projects with a total research budget of RMB 380 million (approximately USD 62 million). Its research in the areas of dielectric superlattices and iron-based superconductors is among the strongest in the world. It has also yielded numerous important innovations in the areas of optics, acoustic diodes, quantum integrated chips, high-temperature superconducting materials and their mechanisms, quantum spin Hall systems, entangled edge states, nanophotovoltaics, all-solid-state laser microstructures and micro-nanofabrication technologies. For example, CICAM researchers have designed a semiconductor laser array chip based on artificial microstructures, which has entered into Huawei Technologies’ industrial exploration programme on photonic integrated devices in 2013.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150808/483.html	Overall, CICAM represents some of the best science conducted in China today. It is a dynamic centre for research and researcher development, exploring novel approaches to artificial microstructures and producing original research to meet the country’s core technology needs.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150808/483.html	The Collaborative Innovation Center of Advanced Microstructures (CICAM) was formally authenticated by the Ministry of Education of China in 2014. Here, we discuss CICAM’s mission and development with three CICAM directors: Dingyu Xing of Nanjing University, Fuchun Zhang of Zhejiang University and Xingao Gong of Fudan University.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150808/483.html	Collaborative innovation centres attract some of the most talented researchers. They also promote interdisciplinary research through bringing together researchers with expertise in different areas and sharing resources. CICAM will combine the research capabilities of the National Laboratory of Solid State Microstructures and the State Key Laboratory of Coordination Chemistry of Nanjing University, the High Magnetic Field Laboratory at the Hefei Institutes of Physical Science of the Chinese Academy of Sciences, the State Key Laboratory of Surface Physics of Fudan University, the Key Laboratory of Artificial Structures and Quantum Control of Shanghai Jiaotong University, the Center of Correlated Matter at Zhejiang University and Huawei Technologies’ Noah’s Ark Lab. In addition, CICAM receives support from five provincial key laboratories and 17 national researcher training centres.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150808/483.html	CICAM will follow international standards for hiring, in line with the Association of American Universities. The centre will coordinate across its different institutions, but will establish an independent management authority for establishing positions based on its research progress. The principal investigators will report directly to the centre’s directors. Employment at the centre will be contract based for the duration of the research projects and key researchers will receive international evaluation. CICAM will also provide many incentives to attract talented researchers, especially active young researchers. Once hired, researchers will receive generous non-competitive research funding from the centre.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150807/316.html	The State Key Laboratory of Coordination Chemistry (SKLCC) was founded and started receiving applications from both domestic and foreign researchers in 1990. The official approval as the state key laboratory came in 1991. The SKLCC has been awarded “A-level” laboratory by the United Evaluation Committee of the country in 1995. It ranks in top ten among all the state key laboratories of chemistry and chemical engineering during the countrywide evaluations in 1999, 2004 and 2009, respectively.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150807/315.html	The lab is always classed among the highest rank in every assessment of the State key labs undertaken by government agencies. It was mentioned by the world-famous scientific journal "Nature" as an institution in Asia(outside Japan) with research standard approaching world-class [ Nature, 389 (1997) 113 ].
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150807/312.html	Relying on the research resources of environmental science & environmental engineering of Tongji University and Nanjing University, the State Key Laboratory of Pollution Control and Resource Reuse offers an important platform of research and teaching for 3 national key disciplines (including Environmental Engineering, Environmental Science and Municipal Engineering) and 7 Ph.D. programs. The laboratory, which was founded in 1991 with the approval of the State Planning Commission in 1989, formally commenced operation in 1995 after the national level acceptance. The Laboratory passed twice the national evaluation in 2000 and 2005. The Director of Laboratory’s Academic Committee is Professor Hao Jiming, Academician of CAE, and the director of the Laboratory is Professor Zhao Jianfu. Professor Li Aimin, Associate Director of the laboratory, presided over the work of Nanjing Branch Office.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150807/310.html	Currently, this lab has formed a stable and talented research group. Among 53 fulltime research fellows, 27 are professors. This lab focuses on the fundamental and application studies in cardiovascular diseases, immunological diseases and metabolic diseases. Based on the research platforms of drug source molecule, bioinformatics, animal model of human diseases, the lab want to uncover the pathogenesis mechanisms of major diseases, to identify the new drug targets and to develop novel, original, high quality drugs with independent intellectual properties. Since 1995, the lab has entailed 14Major national “973” scientific research programs, four national scientific climbing plan programs, 17 “863” national scientific research programs, six National Science Fund for Distinguished Youth Scholar programs, one excellent scientific innovation group program,136 national science foundation programs and 124 horizontal cooperation programs. Until now, 1343 research papers were published including 983 “SCI” papers, 28 treatises were published, 73 patents were issued including two American patents. The lab also received three National Scientific Awards (second class), one National Science andTechnology Award (first class) and one National Scientific Award (first class).
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150807/301.html	This key laboratory was established in 2004. It focused mainly on fundamental research. In 2008, the laboratory was awarded “Excellent Class” in the appraisal by the Education Ministry key laboratories of chemistry. In 2009, it was further honorably nominated for the appraisal of National Key Laboratories of Chemistry, and was given good results. And in 2011, the laboratory was approved by the Ministry of Science & Technology to be a State Key Laboratory. Now the researches of the laboratory concentrate mainly on five fields, including bioelectroanalytical chemistry, characterization and construction of biofunctional materials and interfaces, biological analysis and molecular diagnostics, molecular recognition and separation, and drug and environmental toxicological analysis.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150807/301.html	In 2005 this laboratory was awarded “Creative Research Groups” from National Natural Science Foundation of China and has been granted successive funding since then. Such marked achievement relies on the great work of this academic group. The academic team is featured with high education level, full professional configuration, active academic thinking, reasonable age structure, sound unity and cooperation, and multi-disciplinary. There are 31 researchers in this academic group, including one academician, two Changjiang Scholars, three outstanding young scientists, and five new century excellent talents. A majority of the group members are young doctors. During 2004 to 2009, the laboratory achieved great scientific research success, including 729 SCI publications (389 of them were published in journals with IF higher than 3.0), 74 patents (37 of them were authorized),three 3 academic books (in both English and Chinese), seven academic chapters (in both English books and Chinese books), one “2nd class” of National Natural Science Awards, two “1st class” of Natural Science Awards by Education Ministry of China, one “the Science and Technology Awards of the Ho Leung HoLee Foundation”, four “2nd class” of Scientific and Technological Progress Prize of Jiangsu Province, and two “1st class” of Scientific and Technological Prize (CAIA Prize) of Chines Association for Instrumental Analysis.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150807/298.html	The key lab is equipped with advanced field survey devices, such as GPS navigation system, acoustic sonar & seismic profilers, wave & current maters, core penetrators and samplers, sediment analysis system, dating system and marine GIS system. Current study areas are mainly along coastal zones and inner shelf. Researches focus on coastal environment-resource issues, evolution history of the radial sandy ridge field, coastal plain in the South Yellow Sea, site selection of deep water harbors, coastal environmental impact assessment of Bohai Sea and the Digital South China Sea. The lab has close academic relationship with universities from Canada, U.K. and U.S. in the area of marine sciences.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150807/296.html	The key laboratory of mesoscopic chemistry of MOE was founded in 2003 on the basis of the state key discipline of physical chemistry. The laboratory advocates interdisciplinary cooperation, and mainly concentrates on experimental and theoretical study on the design, controllable construction and functionality of mesoscopic system. There are 35 researchers in the lab including three academicians of Chinese Academy of Science, two Cheung Kong Scholar professors, five gainers of NSFC funding for outstanding young scientists, and five young scientists affiliated to the new century’s excellent talent project of MOE, as well as an Innovative Research Team in University of MOE.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150807/294.html	Key Laboratory of Modern Acoustics in Nanjing University founded in 1954 has become a main acoustic college as a teaching and research base. It is the only laboratory that has undergraduates and the state acoustic key discipline. Currently it has a complete talent-training system from undergraduate to doctoral, post-doctoral at all levels of acoustic, covering the majority of basic and applied research on acoustic sound. The overall academic standards are among the best in the country, and it also enjoys a high academic reputation. As a key basic research acoustic laboratory and acoustic Talent Development base, our laboratory leads the development of world science and strengthens basic acoustic research. Meanwhile, the laboratory extends the scope of the practical application, meets the strategic needs of the country and makes a significant contribution to economy and society. There are five major research areas: 1) effects of ultrasound in medical life science applications; 2) New Materials Preparation and Characterization of ultrasound; 3) the physics of acoustic stealth technology and applications; 4) Audio and Video Information Processing technology; 5) complex structure characteristics of sound propagation. Close and fruitful international cooperation and exchange are the advantages of this laboratory: Ministry of Science and Technology cooperation on the EU commitment to special projects; participation in the Motorola's Global University Program, University of Western Australia's combination with successful applicants from National Natural Science Foundation of the "two bases" of overseas cooperation projects; joint application of University of Leuven, Belgium Ministry of Science and the scientific and technological cooperation projects in the Government of Belgium.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150807/293.html	With the approval of Ministry of Education in 2006, Nanjing University had made preparation for the setting of “Key Laboratory of Modern Astronomy and Astrophysics, Ministry of Education” based on “the Professional Laboratory of Astronomical Data Analysis and Computational Physics”, which was completed in June, 2009. This laboratory relies on the national key majors of astrophysics, astrometry and celestial mechanics with about 25 researchers.
location4:not found index:http://stuex.nju.edu.cn/en/a/research_organizations/20150807/293.html	Solar active region physics. The main research focuses on the solar active features’ 3-dimensional structure and evolution, as well as the magneto-hydrodynamics process within the solar active region.
location4:not found index:http://stuex.nju.edu.cn/en/a/major_research_teams/20150807/384.html	Solar high-energy activities: main works include high Energy Particle Diagnostics based on Optical Spectral Lines. A Mechanism for EIT Waves was Proposed. Improvement of the Magnetic Reconnection Model. Promoting the French-Chinese Space Mission “SMESE”.
location4:not found index:http://stuex.nju.edu.cn/en/a/major_research_teams/20150807/384.html	High-energy phenomena in galaxies: We present the Spitzer Space Telescope InfraRed Array Camera (IRAC) and Multiband Imaging Photometer (MIPS) observations for a nearby sample of elliptical galaxies. By using the population synthesis models to derive ‘pure’ emission-line spectra for a nearby Seyfert 2 galaxies, we explore the relation between the nuclear nebular components and the stellar population properties.
location4:not found index:http://stuex.nju.edu.cn/en/a/major_research_teams/20150807/380.html	The pervasiveness of the Internet makes the environment faced by software systems much more open and more dynamic than before, which raises great challenges of flexible and trustable sharing, integration and coordination of various resources in such an environment. As a step towards and an answer to the challenge, this research is aimed at a new paradigm of Internet software systems, named “Software Web” or “Internetware”, which is featured by autonomy, reactiveness, flexibility, and evolvability of both the constituents and the resulting systems. Related theories, models, methods and techniques of the Software Web will be investigated by integrating results from different areas such as software agents, artificial intelligence, formal methods and networking. Our main efforts will be put in the fundamental structures and mechanisms of software agents, working architectures for the Software Web, machine learning and self-adaptation techniques, and corresponding software frameworks and middleware platforms.
location4:not found index:http://stuex.nju.edu.cn/en/a/major_research_teams/20150807/379.html	Drug Candidates & Their New Mode of Action_Section of Student Exchange Programmes Office of International Cooperation and Exchanges
location4:not found index:http://stuex.nju.edu.cn/en/a/major_research_teams/20150807/379.html	Drug Candidates & Their New Mode of Action
location4:not found index:http://stuex.nju.edu.cn/en/a/major_research_teams/20150807/376.html	The mission of this project is to develop novel optoelectronic devices through the artificially micro-structured materials. We will design and process the artificial microstructures of the multi-domains, hetero-structures, alternative crystal orientations, and multi-phases in crystals, which modulate spatially in 2D or 3D with physical properties of the piezoelectric, nonlinear optic, elastic, dielectric, and electro-optic coefficients etc. We will explore novel optoelectronic effects that the single crystals and uniform materials don’t have. Among these microstructured materials, we focus on the optical superlattice QPM material with the nonlinear optic coefficient modulated, photonic crystals with the dielectric coefficient modulated, and sonic crystals with elastic coefficient modulated, etc.
location4:not found index:http://stuex.nju.edu.cn/en/a/major_research_teams/20150807/376.html	With the progress of nanotechnology, many abnormal effects have been revealed by artificially structured materials, exemplified by semiconductors quantum well superlattices, superconductor Josephson junctions, and metal superlattice giant magneto-resistance, etc., which helps to manipulate the properties by artificial structure at nanometer and micrometers order. We develop the theory to model and design the desired photo-electronic effects with special microstructures, a technology to prepare designed structure and method to test the performances of these prepared micro-structured materials. With these innovations, we search for the materials and devices to use photon to perform the information receiving, processing, transferring and displaying through the manipulation of photon’s amplitude, phase, frequency, polarization and entanglement.
location4:not found index:http://stuex.nju.edu.cn/en/a/major_research_teams/20150807/370.html	Mesoscopy is the bridge connecting microscopy with macroscopy, which is a new field in today’s chemical research beyond the molecular frontier. This innovative research team, affiliated to the Key
location4:not found index:http://stuex.nju.edu.cn/en/a/major_research_teams/20150807/369.html	Our recent interests focus on charging and spin transport properties in mesoscopic and normal/super-conductor hybrid systems by using Keldysh Green’s function technique. The basic questions we ask are: how to predict electric current flowing through a nano-device connected to the outside world by metal-lic electrodes? How does the interaction between electrons affect the current-voltage characteristic of a mesoscopic system? How to use the electron spin degree of freedom to design new quantum devices? These problems are directly relevant to the future microelectronics technology.
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/420.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/419.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/418.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/417.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/416.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/415.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/413.html	Research Content & Progress:
